flex1,flex2,flex3,ax,ay,az,gx,gy,gz,label
4095,1911,0,6.759,-2.377,-5.169,-1.27,-0.214,0.61,POINT
4095,1953,0,6.74,-2.088,-5.418,-1.144,-0.118,0.521,POINT
4063,2000,0,6.536,-1.755,-5.511,-1.009,-0.056,0.417,POINT
4095,1925,0,6.553,-1.666,-5.662,-0.835,0.002,0.371,POINT
4095,1927,0,6.84,-2.037,-5.823,-0.717,0.051,0.361,POINT
4095,1918,814,7.082,-2.358,-5.813,-0.633,0.049,0.306,POINT
4095,1943,1566,7.061,-2.48,-5.851,-0.564,0.05,0.221,POINT
4095,1980,3682,7.104,-2.591,-5.801,-0.493,0.055,0.148,POINT
4095,1931,1984,7.147,-2.722,-5.732,-0.437,0.063,0.137,POINT
4095,1950,4095,7.175,-2.914,-5.703,-0.415,0.066,0.158,POINT
4095,1993,4095,7.072,-2.971,-5.655,-0.416,0.054,0.185,POINT
4095,2046,3638,4.707,5.385,-6.369,-0.091,0.099,-0.183,POINT
4016,2151,4095,4.688,5.38,-6.426,-0.085,0.109,-0.236,POINT
4095,1805,1247,4.527,5.409,-6.46,-0.084,0.135,-0.255,POINT
4095,2425,3646,4.441,5.456,-6.479,-0.111,0.18,-0.225,POINT
3234,1823,4095,4.482,5.571,-6.369,-0.18,0.216,-0.131,POINT
4095,2170,2033,4.628,5.674,-6.11,-0.221,0.212,-0.021,POINT
3881,4095,4095,4.827,5.626,-5.969,-0.213,0.167,0.022,POINT
4095,1904,1671,4.887,5.583,-6.072,-0.193,0.142,-0.037,POINT
4095,2111,2859,4.812,5.638,-6.179,-0.197,0.189,-0.119,POINT
3371,2032,3392,4.8,5.801,-6.024,-0.213,0.237,-0.163,POINT
4095,2042,2162,4.779,6.067,-5.847,-0.218,0.261,-0.134,POINT
3383,2432,264,4.908,6.189,-5.768,-0.209,0.247,-0.068,POINT
4095,2058,1002,4.997,6.199,-5.725,-0.2,0.216,-0.021,POINT
4095,1808,0,5.066,6.208,-5.76,-0.181,0.203,-0.013,POINT
3214,2383,672,5.167,6.158,-5.739,-0.171,0.222,-0.05,POINT
2960,2059,4095,5.183,6.163,-5.583,-0.153,0.231,-0.119,POINT
4095,2063,0,5.064,6.349,-5.514,-0.132,0.219,-0.155,POINT
3407,2656,342,5.021,6.448,-5.581,-0.121,0.217,-0.12,POINT
3550,1776,1677,5.095,6.419,-5.564,-0.128,0.226,-0.059,POINT
4095,2029,2469,5.241,6.311,-5.456,-0.128,0.22,-0.02,POINT
3297,2234,3583,5.332,6.134,-5.514,-0.101,0.203,-0.045,POINT
4037,1977,3239,5.224,6.086,-5.583,-0.076,0.198,-0.11,POINT
4095,2208,1535,5.148,6.007,-5.629,-0.058,0.229,-0.152,POINT
4095,2083,4095,5.164,5.892,-5.665,-0.071,0.265,-0.193,POINT
4095,1648,3031,5.042,5.756,-5.792,-0.076,0.28,-0.254,POINT
4081,2247,3213,4.623,5.653,-6.206,-0.074,0.298,-0.326,POINT
3231,2117,4095,4.216,5.787,-6.567,-0.111,0.456,-0.34,POINT
4095,2027,2695,3.845,5.559,-4.891,-0.218,0.632,-0.239,POINT
4095,2307,2212,3.484,5.222,-5.962,-0.378,0.837,-0.083,POINT
4030,1966,1967,3.558,5.102,-6.232,-0.662,1.428,0.16,POINT
4095,2111,3029,4.329,5.179,-5.356,-1.018,1.987,0.548,POINT
3571,2205,2116,5.674,4.513,-4.005,-1.345,2.246,0.891,POINT
3735,2032,0,6.993,3.486,-2.636,-1.484,2.246,0.678,POINT
3830,2234,0,7.506,3.443,-1.772,-1.491,2.217,-0.061,POINT
3571,2033,1218,6.828,5.559,-1.386,-1.616,2.298,-0.563,POINT
4095,1699,0,6.404,7.321,-0.517,-1.811,2.311,-0.37,POINT
3609,2145,0,6.685,7.654,0.235,-1.92,2.089,0.115,POINT
3013,2161,1535,6.986,7.606,0.596,-1.879,1.749,0.351,POINT
4095,1899,1055,6.862,7.863,0.524,-1.808,1.546,0.408,POINT
3630,2323,912,6.891,8.31,0.644,-1.747,1.499,0.474,POINT
3456,1807,2559,7.214,8.576,1.106,-1.663,1.477,0.648,POINT
4095,2013,2865,7.774,8.303,1.542,-1.531,1.33,0.784,POINT
3571,2253,4095,8.444,7.654,1.815,-1.309,1.097,0.707,POINT
4095,1936,2774,8.71,7.384,1.769,-1.094,0.91,0.462,POINT
4095,2128,622,8.617,7.563,1.882,-0.954,0.762,0.292,POINT
4095,2093,4095,8.516,7.551,2.076,-0.834,0.56,0.236,POINT
4095,1599,4095,8.205,7.479,2.014,-0.689,0.338,0.188,POINT
3824,2215,3154,7.788,7.472,1.726,-0.566,0.207,0.164,POINT
3114,2439,3871,7.556,7.468,1.662,-0.519,0.184,0.233,POINT
4095,1993,3088,7.755,7.14,1.714,-0.472,0.191,0.304,POINT
4095,2285,343,8.112,6.644,1.889,-0.386,0.176,0.189,POINT
3627,1872,1707,7.992,6.716,1.894,-0.301,0.13,0.03,POINT
4095,1583,1185,7.834,6.788,1.836,-0.24,0.076,-0.016,POINT
3361,2170,3265,7.635,6.869,1.942,-0.2,0.006,-0.002,POINT
3307,1840,133,7.42,6.914,1.858,-0.173,-0.048,0.095,POINT
3990,2092,0,7.362,6.723,1.774,-0.153,-0.05,0.198,POINT
3551,1997,0,7.468,6.512,1.779,-0.147,-0.037,0.245,POINT
4095,1584,144,7.594,6.349,1.913,-0.129,-0.032,0.239,POINT
3801,2103,963,7.654,6.297,1.994,-0.09,-0.039,0.184,POINT
3121,2171,4095,7.661,6.268,2.037,-0.055,-0.057,0.126,POINT
4095,1839,1271,7.635,6.306,2.057,-0.021,-0.089,0.087,POINT
3773,2431,548,7.669,6.153,2.018,0.01,-0.101,0.052,POINT
4070,1753,3167,7.539,6.153,2.021,0.025,-0.107,0.013,POINT
4095,2007,2941,7.4,6.175,1.994,0.025,-0.109,0.025,POINT
3519,2221,4095,7.398,6.144,1.946,0.015,-0.084,0.055,POINT
3685,1914,4095,7.427,6.139,1.985,-0.005,-0.057,0.095,POINT
4095,1970,1877,7.506,6.112,2.109,-0.029,-0.057,0.134,POINT
4039,2023,4095,7.578,6.06,2.085,-0.033,-0.051,0.144,POINT
4095,1677,2784,7.707,5.969,2.124,-0.035,-0.018,0.11,POINT
3859,2000,2673,7.762,5.916,2.136,-0.022,-0.009,0.03,POINT
3422,2139,4095,7.705,6.002,2.102,-0.019,0.007,-0.047,POINT
4095,1963,1102,7.623,6.211,2.112,-0.037,0.024,-0.045,POINT
4095,2128,0,7.642,6.258,2.169,-0.06,0.026,0.018,POINT
4095,1994,1122,7.793,6.165,2.265,-0.063,0.009,0.055,POINT
4079,1969,768,7.807,6.108,2.282,-0.049,-0.031,0.032,POINT
4095,1963,2259,5.368,-6.297,5.313,-0.09,-0.051,-0.01,POINT
3806,1858,1335,5.686,-6.627,5.425,-0.132,-0.071,0.112,POINT
4095,2032,2135,5.72,-6.713,5.394,-0.102,-0.096,0.051,POINT
3541,1753,1557,5.689,-6.687,5.31,-0.055,-0.074,-0.035,POINT
4095,1785,1311,5.631,-6.62,5.294,-0.031,-0.059,-0.08,POINT
4095,2034,0,5.54,-6.426,5.306,-0.05,-0.073,-0.033,POINT
3683,2032,357,5.595,-6.495,5.404,-0.06,-0.09,0.034,POINT
3950,1775,158,5.631,-6.61,5.334,-0.056,-0.078,0.038,POINT
4054,1990,0,5.667,-6.67,5.329,-0.038,-0.049,-0.009,POINT
3957,1925,1390,5.681,-6.67,5.356,0.002,-0.036,-0.095,POINT
3467,1948,3206,5.617,-6.565,5.294,0.029,-0.027,-0.148,POINT
4095,2031,997,5.526,-6.414,5.267,-0.015,-0.05,-0.096,POINT
3616,2055,3656,5.533,-6.378,5.286,-0.065,-0.086,0.018,POINT
3943,1563,2127,5.574,-6.481,5.337,-0.07,-0.116,0.066,POINT
4095,2031,4095,5.617,-6.639,5.279,-0.05,-0.092,0.05,POINT
4095,1831,831,5.71,-6.773,5.289,-0.028,-0.053,-0.038,POINT
3666,1906,4095,5.626,-6.582,5.306,-0.023,-0.039,-0.094,POINT
4095,1835,2494,5.456,-6.321,5.294,-0.056,-0.059,-0.015,POINT
4095,2065,4095,5.612,-6.507,5.291,-0.092,-0.072,0.094,POINT
4016,1777,3153,5.813,-6.699,5.365,-0.097,-0.083,0.089,POINT
4078,1840,3032,5.813,-6.764,5.399,-0.062,-0.083,-0.006,POINT
4095,1986,2282,5.593,-6.572,5.282,-0.048,-0.069,-0.054,POINT
3987,2023,2753,5.502,-6.412,5.258,-0.069,-0.051,0.005,POINT
3857,1877,890,5.641,-6.486,5.313,-0.081,-0.051,0.05,POINT
4095,2138,0,5.624,-6.469,5.346,-0.09,-0.066,0.065,POINT
4095,2154,1428,5.588,-6.5,5.346,-0.1,-0.074,0.11,POINT
3303,1734,0,5.655,-6.63,5.349,-0.107,-0.075,0.138,POINT
4095,1984,0,5.65,-6.642,5.31,-0.127,-0.083,0.153,POINT
3669,1962,37,5.641,-6.737,5.322,-0.137,-0.087,0.167,POINT
3917,1834,15,5.677,-6.754,5.382,-0.131,-0.098,0.135,POINT
3634,1773,2104,5.552,-6.675,5.265,-0.148,-0.113,0.151,POINT
4095,2106,560,5.435,-6.598,5.2,-0.194,-0.118,0.217,POINT
3419,1709,2247,5.504,-6.73,5.229,-0.216,-0.11,0.278,POINT
4095,2058,1651,5.662,-6.953,5.255,-0.207,-0.114,0.247,POINT
4032,2148,4095,5.717,-7.084,5.277,-0.165,-0.119,0.14,POINT
4095,2148,2654,5.595,-6.998,5.164,-0.124,-0.118,0.028,POINT
3909,1819,4024,5.358,-6.697,5.121,-0.147,-0.115,0.043,POINT
4095,2112,3328,5.401,-6.752,5.114,-0.201,-0.122,0.174,POINT
4095,1839,4095,5.684,-7.027,5.176,-0.228,-0.145,0.22,POINT
4095,1843,2706,5.655,-7.053,5.143,-0.221,-0.177,0.152,POINT
4095,1902,2357,5.392,-6.864,5.004,-0.226,-0.184,0.141,POINT
4095,2063,3147,5.356,-6.807,4.954,-0.266,-0.195,0.233,POINT
3814,1842,1841,5.543,-7.027,4.98,-0.27,-0.211,0.273,POINT
4095,2005,1672,5.619,-7.211,4.985,-0.241,-0.221,0.202,POINT
3605,1904,1863,5.499,-7.151,4.934,-0.201,-0.222,0.092,POINT
3941,1981,1619,5.25,-6.874,4.803,-0.23,-0.245,0.111,POINT
4095,1970,0,5.227,-6.895,4.726,-0.253,-0.242,0.227,POINT
3794,2032,635,5.406,-7.187,4.748,-0.234,-0.231,0.223,POINT
3765,1689,0,5.459,-7.379,4.731,-0.173,-0.2,0.101,POINT
4095,2112,0,5.409,-7.386,4.685,-0.103,-0.153,-0.06,POINT
3829,1671,1060,5.253,-7.13,4.594,-0.064,-0.119,-0.153,POINT
3805,2404,2298,5.08,-6.831,4.537,-0.097,-0.124,-0.086,POINT
3573,1937,2192,4.966,-6.646,4.482,-0.185,-0.148,0.122,POINT
4095,2044,2416,5.234,-7.032,4.559,-0.226,-0.156,0.293,POINT
3449,1675,3951,5.521,-7.489,4.578,-0.188,-0.143,0.216,POINT
3551,2064,4002,5.514,-7.542,4.513,-0.115,-0.107,0.011,POINT
4095,1934,3407,5.358,-7.312,4.482,-0.047,-0.065,-0.14,POINT
4095,2070,4095,5.164,-7.005,4.413,-0.043,-0.041,-0.14,POINT
3742,1687,3358,5.181,-6.996,4.482,-0.088,-0.035,0.002,POINT
4095,2127,3223,5.452,-7.309,4.568,-0.107,-0.039,0.064,POINT
4095,2233,2922,5.578,-7.479,4.573,-0.077,-0.044,-0.009,POINT
4095,1976,3317,5.444,-7.314,4.518,-0.063,-0.046,-0.077,POINT
4095,1979,639,5.298,-7.132,4.472,-0.075,-0.042,-0.031,POINT
4000,1943,3057,5.313,-7.204,4.424,-0.125,-0.04,0.074,POINT
3751,1781,424,5.535,-7.384,4.513,-0.149,-0.051,0.107,POINT
4095,1990,0,5.598,-7.417,4.597,-0.131,-0.079,0.043,POINT
4095,2062,0,5.468,-7.298,4.561,-0.112,-0.093,0.011,POINT
3342,1808,1608,5.406,-7.178,4.468,-0.132,-0.111,0.047,POINT
4095,2004,0,5.447,-7.242,4.508,-0.138,-0.112,0.092,POINT
3680,2091,511,5.442,-7.238,4.499,-0.154,-0.124,0.11,POINT
3731,1904,824,5.497,-7.355,4.47,-0.15,-0.134,0.124,POINT
3151,1740,3071,5.574,-7.479,4.465,-0.13,-0.13,0.079,POINT
4095,1901,1160,5.48,-7.374,4.405,-0.116,-0.131,0.021,POINT
3911,1920,2905,5.358,-7.254,4.398,-0.112,-0.131,0.035,POINT
3811,1698,2474,5.478,-7.4,4.41,-0.097,-0.126,0.023,POINT
3189,2736,0,7.561,-3.266,-5.349,-0.011,-0.104,-0.103,POINT
2559,2078,4095,7.446,-3.338,-5.447,-0.01,-0.095,-0.118,POINT
4059,2032,0,7.295,-3.299,-5.483,-0.024,-0.074,-0.097,POINT
3565,2385,11,7.276,-3.328,-5.471,-0.045,-0.051,-0.059,POINT
3662,1744,2149,7.216,-3.292,-5.492,-0.066,-0.023,-0.011,POINT
4095,1990,1823,7.353,-3.354,-5.442,-0.076,-0.006,0.025,POINT
3029,2180,4095,7.389,-3.364,-5.382,-0.076,0.002,0.033,POINT
3945,1941,2342,7.35,-3.371,-5.418,-0.083,0.014,0.044,POINT
4095,2374,688,7.338,-3.357,-5.334,-0.083,0.024,0.059,POINT
4095,2130,3879,7.451,-3.417,-5.413,-0.092,0.033,0.059,POINT
4095,1647,2643,7.537,-3.364,-5.344,-0.1,0.039,0.033,POINT
4042,2707,3392,7.508,-3.28,-5.409,-0.109,0.04,0.026,POINT
3179,2454,4095,7.422,-3.215,-5.425,-0.123,0.067,0.061,POINT
4095,3120,1558,7.247,-3.199,-5.514,-0.141,0.114,0.112,POINT
3383,4095,2212,7.422,-3.251,-5.195,-0.148,0.151,0.187,POINT
4095,3059,1647,7.769,-3.299,-5.03,-0.112,0.083,0.163,POINT
4095,3258,2080,7.788,-3.424,-5.155,-0.081,0.021,0.102,POINT
3117,3472,3776,7.688,-3.498,-5.217,-0.077,0.011,0.049,POINT
3519,3142,783,7.465,-3.438,-5.399,-0.104,0.052,0.039,POINT
3354,4048,0,7.329,-3.381,-5.382,-0.124,0.11,0.046,POINT
3250,2802,830,7.23,-3.314,-5.32,-0.151,0.157,0.088,POINT
4095,2121,471,7.384,-3.326,-5.121,-0.154,0.172,0.132,POINT
3575,2672,0,7.779,-3.383,-4.997,-0.114,0.109,0.101,POINT
2972,2667,2803,8.08,-3.28,-4.932,-0.063,0.003,-0.013,POINT
4095,2349,789,7.98,-3.247,-5.152,-0.023,-0.061,-0.094,POINT
3385,3076,360,7.728,-3.091,-5.258,-0.031,-0.046,-0.097,POINT
3662,2211,2768,7.64,-3.117,-5.188,-0.044,-0.009,-0.044,POINT
4095,2469,2154,7.796,-3.239,-5.028,-0.045,-0.023,-0.018,POINT
3543,2821,4095,7.872,-3.306,-5.018,-0.027,-0.067,-0.056,POINT
4095,2559,2129,7.695,-3.129,-5.064,0.009,-0.088,-0.082,POINT
4095,2649,1491,7.597,-3.189,-5.176,0.009,-0.084,-0.081,POINT
3916,2629,4095,7.58,-3.287,-5.16,-0.004,-0.062,-0.06,POINT
4095,1788,4095,7.781,-3.314,-5.023,-0.01,-0.051,-0.064,POINT
4001,2696,2970,7.968,-3.285,-4.985,0.009,-0.091,-0.089,POINT
3148,2559,4095,7.827,-3.129,-5.112,0.032,-0.131,-0.119,POINT
4095,2460,3391,7.551,-3.053,-5.227,0.03,-0.12,-0.089,POINT
3995,2922,0,7.477,-3.158,-5.289,0.006,-0.071,-0.03,POINT
3756,2273,2987,7.666,-3.333,-5.124,-0.019,-0.064,-0.016,POINT
4095,1953,1056,7.657,-3.285,-5.073,-0.013,-0.087,-0.019,POINT
3405,2298,2924,7.626,-3.275,-5.09,-0.009,-0.092,-0.006,POINT
3574,2064,243,7.664,-3.431,-5.102,-0.021,-0.079,0.003,POINT
4095,2449,0,7.685,-3.428,-5.114,-0.046,-0.055,-0.001,POINT
3792,2218,2326,7.602,-3.237,-5.08,-0.059,-0.046,0.017,POINT
4095,1622,0,7.551,-3.235,-5.246,-0.08,-0.022,0.063,POINT
4016,2138,960,7.585,-3.254,-5.181,-0.089,-0.002,0.068,POINT
2901,2218,4095,7.666,-3.242,-5.035,-0.082,-0.01,0.051,POINT
4095,1851,1991,7.798,-3.335,-5.004,-0.075,-0.025,0.048,POINT
3970,2175,0,7.851,-3.385,-5.049,-0.069,-0.045,0.037,POINT
3629,2352,4095,7.755,-3.354,-4.968,-0.079,-0.024,0.043,POINT
4095,2621,4095,7.635,-3.287,-5.052,-0.101,0.03,0.046,POINT
3061,3771,4095,7.63,-3.196,-5.119,-0.108,0.041,0.043,POINT
4095,3318,4095,7.515,-3.069,-5.097,-0.103,0.044,0.064,POINT
4095,3365,491,7.451,-2.995,-5.148,-0.094,0.035,0.116,POINT
4028,3408,4095,7.594,-3.096,-5.119,-0.079,0.027,0.157,POINT
4095,2704,4095,7.848,-3.294,-5.052,-0.057,0.019,0.129,POINT
3728,2559,1739,7.781,-3.412,-5.066,-0.057,0.028,0.082,POINT
2901,3009,4095,7.728,-3.323,-4.985,-0.061,0.025,0.083,POINT
4095,2325,2387,7.664,-3.28,-4.934,-0.052,0.013,0.112,POINT
4095,2698,0,7.755,-3.428,-4.863,-0.053,0.004,0.132,POINT
3471,2271,1381,7.884,-3.733,-4.975,-0.058,0.021,0.094,POINT
4095,1968,705,8.001,-3.546,-4.808,-0.058,-0.01,-0.004,POINT
3133,2763,880,7.882,-3.338,-4.954,-0.045,-0.027,-0.043,POINT
3184,2214,0,7.673,-3.096,-5.057,-0.048,-0.007,-0.026,POINT
4095,2261,0,7.58,-3.057,-5.04,-0.045,0.025,0.034,POINT
3815,2430,955,7.685,-3.127,-4.942,-0.028,0.041,0.058,POINT
4095,2105,1863,7.963,-3.316,-4.843,-0.001,0.006,0,POINT
3771,2326,234,7.973,-3.347,-4.858,0.025,-0.037,-0.084,POINT
3050,2369,4030,7.858,-3.395,-4.939,0.025,-0.051,-0.095,POINT
4095,1998,2769,7.848,-3.51,-4.867,-0.003,-0.047,-0.052,POINT
4095,3052,0,7.851,-3.414,-4.827,-0.023,-0.05,-0.01,POINT
3664,2081,3024,7.927,-3.405,-4.822,-0.04,-0.051,0.034,POINT
3851,1655,4095,8.009,-3.378,-4.791,-0.043,-0.074,0.025,POINT
4095,2521,2736,7.898,-3.323,-4.855,-0.037,-0.088,0.007,POINT
2879,2160,4095,7.889,-3.273,-4.827,-0.033,-0.086,-0.003,POINT
4095,1899,661,7.843,-3.23,-4.875,-0.026,-0.091,-0.003,POINT
4095,1967,4095,-1.152,9,-4.475,0.276,0.109,2.754,POINT
4095,1989,4095,-0.529,8.648,-4.666,0.222,-0.088,3.237,POINT
4095,1895,4095,0,8.013,-4.889,0.17,-0.147,3.559,POINT
4095,1915,4095,0.816,7.475,-4.652,0.156,-0.176,3.594,POINT
4095,1950,4095,1.48,7.477,-4.374,0.302,-0.231,3.404,POINT
4095,1917,4095,2.358,6.905,-4.592,0.491,-0.276,3.041,POINT
4095,1907,4095,3.156,6.402,-5.018,0.562,-0.272,2.49,POINT
3995,1924,4095,3.512,6.136,-5.483,0.397,-0.292,1.927,POINT
4045,1922,2399,3.254,6.546,-5.377,0.223,-0.26,1.614,POINT
4095,1902,2331,3.29,6.613,-5.157,0.232,-0.192,1.543,POINT
3974,1904,1289,3.656,6.316,-5.066,0.237,-0.226,1.454,POINT
4016,1915,142,3.725,6.084,-5.416,0.209,-0.262,1.303,POINT
4006,1872,0,3.713,6.127,-5.547,0.193,-0.175,1.137,POINT
3955,1921,0,3.699,6.05,-5.588,0.226,-0.072,0.977,POINT
4093,1872,0,3.788,6.014,-5.689,0.189,-0.017,0.859,POINT
3991,1931,0,3.816,6.184,-5.725,0.108,-0.038,0.785,POINT
3991,1936,0,3.912,6.246,-5.753,0.047,-0.047,0.774,POINT
3967,1960,0,4.085,6.189,-5.823,0.036,-0.016,0.727,POINT
3888,1915,1149,4.336,6.105,-5.825,-0.004,0.039,0.675,POINT
4038,1859,810,4.453,6.165,-5.861,-0.051,0.053,0.613,POINT
4095,1946,2778,4.496,6.239,-5.918,-0.081,0.115,0.602,POINT
4095,1937,3514,4.817,6.026,-5.835,-0.124,0.122,0.573,POINT
4095,1937,4095,4.922,6.105,-5.595,-0.107,0.106,0.481,POINT
4095,1899,4095,5.066,6.208,-5.552,-0.048,0.042,0.397,POINT
4095,1872,4095,5.057,6.292,-5.677,0.016,0.01,0.337,POINT
4095,1958,4095,5.073,6.206,-5.851,-0.012,-0.03,0.314,POINT
4095,2067,4095,4.932,6.237,-5.885,-0.062,-0.028,0.395,POINT
4095,2181,4095,4.98,6.017,-5.962,-0.083,0.032,0.497,POINT
4080,2207,2859,5.219,5.83,-5.787,-0.1,0.095,0.503,POINT
4095,2211,2839,5.442,5.667,-5.641,-0.094,0.123,0.406,POINT
3930,2005,688,5.619,5.672,-5.492,-0.095,0.094,0.24,POINT
4031,2102,1168,5.559,5.993,-5.406,-0.088,-0.021,0.143,POINT
3867,2082,0,5.315,6.146,-5.629,-0.066,-0.11,0.187,POINT
4080,2117,0,5.329,6.014,-5.6,-0.052,-0.11,0.242,POINT
4014,2172,0,5.344,5.895,-5.643,-0.02,-0.084,0.225,POINT
3969,2090,0,5.351,5.839,-5.672,0.002,-0.032,0.176,POINT
4015,2118,0,5.361,5.794,-5.631,-0.008,-0.028,0.145,POINT
4095,2062,0,5.346,5.765,-5.777,-0.026,-0.034,0.148,POINT
3996,2042,1591,5.308,5.696,-5.765,-0.051,0.004,0.163,POINT
3998,2094,1890,5.38,5.605,-5.607,-0.065,0.013,0.15,POINT
4095,2094,4095,5.351,5.619,-5.667,-0.044,0.018,0.117,POINT
3984,2080,2242,5.361,5.689,-5.602,-0.038,0.052,0.106,POINT
4095,2113,4095,5.452,5.76,-5.519,-0.032,0.021,0.115,POINT
4095,2137,4095,5.444,5.741,-5.567,-0.014,-0.014,0.112,POINT
4054,2069,4095,5.468,5.713,-5.66,-0.032,-0.052,0.109,POINT
4095,2144,4095,5.332,5.871,-5.808,-0.053,-0.043,0.153,POINT
4095,2085,4095,5.318,5.849,-5.818,-0.075,0.032,0.255,POINT
4095,2087,4095,5.466,5.758,-5.748,-0.112,0.075,0.319,POINT
4079,2123,4095,5.631,5.777,-5.559,-0.098,0.098,0.332,POINT
3987,2153,2150,5.875,5.696,-5.423,-0.047,0.059,0.282,POINT
4080,2170,1066,5.77,5.827,-5.619,-0.022,0.01,0.229,POINT
4070,2191,1727,5.535,6.007,-5.82,-0.028,0.03,0.282,POINT
3958,2165,0,5.432,6.268,-5.665,0.002,0.092,0.446,POINT
3959,2145,0,5.351,6.428,-5.708,0.023,0.088,0.718,POINT
3929,2126,0,5.236,6.515,-5.861,0.016,0.088,1.1,POINT
4054,2137,0,5.634,6.017,-5.768,0.005,0.122,1.451,POINT
3935,2128,0,6.237,5.409,-5.511,0.036,0.069,1.553,POINT
3971,2121,0,6.551,4.803,-5.792,0.122,0.078,1.446,POINT
3886,2177,0,6.898,4.25,-5.686,0.154,0.107,1.191,POINT
4041,2158,1705,6.972,4.18,-5.418,0.193,0.011,0.917,POINT
3793,2146,1890,6.797,4.065,-5.72,0.213,0.005,0.747,POINT
4078,2144,3019,6.79,3.74,-5.71,0.154,0.083,0.612,POINT
4095,2141,4095,6.965,3.457,-5.466,0.084,0.103,0.435,POINT
4050,1979,4095,6.989,3.421,-5.387,0.047,0.11,0.209,POINT
4032,2011,4095,6.984,3.608,-5.179,0.027,0.082,0.027,POINT
4095,1988,4095,6.979,3.682,-5.157,0.004,0.03,-0.076,POINT
4095,2006,4095,6.843,3.862,-5.14,-0.042,-0.011,-0.139,POINT
4095,2026,4095,6.713,4.005,-5.207,-0.077,0.003,-0.147,POINT
4095,2035,4095,6.725,4.111,-5.258,-0.087,0.041,-0.127,POINT
4095,2033,2673,6.838,4.089,-5.272,-0.09,0.096,-0.136,POINT
4095,2086,3216,6.917,4.154,-5.179,-0.12,0.095,-0.159,POINT
4095,2032,1286,6.888,4.29,-5.212,-0.121,0.076,-0.167,POINT
4009,2081,560,6.926,4.463,-5.279,-0.134,0.074,-0.133,POINT
4095,2135,0,7.12,4.535,-5.25,-0.153,0.066,-0.071,POINT
3920,2071,0,7.175,4.475,-5.262,-0.15,0.068,-0.042,POINT
3206,2605,4095,8.188,-5.586,-0.318,-0.012,-0.078,0.044,POINT
4048,1535,4095,8.171,-5.502,-0.395,0,-0.074,0.031,POINT
4095,2246,2402,8.135,-5.452,-0.352,-0.003,-0.049,0.057,POINT
3131,2187,2038,8.205,-5.55,-0.338,-0.009,-0.033,0.078,POINT
4095,1867,1535,8.236,-5.593,-0.283,0,-0.03,0.065,POINT
4095,2154,1715,8.231,-5.634,-0.247,0.011,-0.04,0.043,POINT
3373,1903,2451,8.224,-5.61,-0.247,0.018,-0.046,0.031,POINT
3615,2086,0,8.2,-5.607,-0.256,0.019,-0.054,0.035,POINT
3110,2512,256,8.169,-5.665,-0.235,0.018,-0.066,0.042,POINT
3507,1984,0,8.126,-5.638,-0.244,0.021,-0.077,0.048,POINT
4095,1722,0,8.131,-5.713,-0.28,0.018,-0.064,0.057,POINT
3321,2274,0,8.145,-5.722,-0.208,0.003,-0.042,0.057,POINT
3440,2285,959,8.193,-5.737,-0.098,0,-0.039,0.06,POINT
4095,2159,371,8.238,-5.818,-0.079,-0.004,-0.054,0.047,POINT
3634,2346,772,8.159,-5.751,-0.077,-0.026,-0.063,0.028,POINT
4095,1788,2383,8.045,-5.748,-0.156,-0.039,-0.042,0.026,POINT
4095,2290,2450,8.334,-5.772,0.069,-0.075,-0.085,0.033,POINT
3303,2198,4095,8.538,-5.895,0.098,-0.088,-0.179,0.083,POINT
4095,2149,2932,8.571,-6.038,-0.12,-0.103,-0.224,0.111,POINT
3603,2485,3824,8.361,-6.005,-0.347,-0.136,-0.198,0.107,POINT
4095,2156,4095,8.248,-5.926,-0.338,-0.165,-0.151,0.117,POINT
4095,2027,1575,8.15,-5.892,-0.28,-0.175,-0.147,0.107,POINT
3835,2404,4095,7.985,-5.753,-0.34,-0.152,-0.176,0.084,POINT
3508,2210,4095,7.726,-5.624,-0.498,-0.124,-0.181,0.056,POINT
4095,2191,2719,7.547,-5.531,-0.575,-0.11,-0.123,0.047,POINT
3413,2559,208,7.506,-5.468,-0.5,-0.094,-0.066,0.047,POINT
4095,2074,1459,7.436,-5.365,-0.086,-0.052,-0.05,0.047,POINT
4095,2178,0,7.523,-5.452,-0.627,0.005,-0.019,0.01,POINT
3215,2276,2666,7.659,-5.454,-0.199,0.019,-0.007,-0.053,POINT
3998,2160,0,7.714,-5.672,-0.405,0.024,0.019,-0.071,POINT
3733,2512,0,7.757,-5.768,-0.35,0.007,0.056,-0.088,POINT
3664,2167,1407,7.939,-5.906,-0.259,-0.006,0.07,-0.101,POINT
4095,1744,0,7.975,-5.918,-0.194,-0.021,0.07,-0.124,POINT
3714,2448,629,8.045,-5.997,-0.204,-0.033,0.066,-0.149,POINT
2982,2167,4095,8.095,-5.962,-0.23,-0.044,0.055,-0.164,POINT
4095,2081,2434,8.064,-5.909,-0.326,-0.064,0.06,-0.155,POINT
3443,2705,1984,8.064,-5.808,-0.338,-0.078,0.074,-0.133,POINT
4095,1934,3581,8.102,-5.799,-0.316,-0.09,0.09,-0.116,POINT
4095,2245,4095,8.193,-5.739,-0.294,-0.085,0.084,-0.119,POINT
3248,2347,4095,8.179,-5.588,-0.376,-0.071,0.068,-0.129,POINT
4095,2097,4095,8.135,-5.444,-0.431,-0.062,0.078,-0.12,POINT
